##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Pathways in cancer	KEGG PATHWAY	hsa05200	8	530	0.0155132817497	0.109607859839	COCA1|SPI1|NCOA4|GSTO1|CYC|XIAP|LAMA3|HLF	http://www.genome.jp/kegg-bin/show_pathway?hsa05200/hsa:2034%09red/hsa:6688%09red/hsa:54205%09red/hsa:9446%09red/hsa:8031%09red/hsa:4436%09red/hsa:331%09red/hsa:3909%09red
ECM-receptor interaction	KEGG PATHWAY	hsa04512	3	86	0.0160680589963	0.111444519277	COMP|AGRIN|LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa04512/hsa:1311%09red/hsa:375790%09red/hsa:3909%09red
Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	R-HSA-450531	3	86	0.0160680589963	0.111444519277	PSME4|XRN1|HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450531
HS-GAG biosynthesis	Reactome	R-HSA-2022928	2	31	0.0163694138152	0.112502516766	AGRIN|EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022928
MAPK6/MAPK4 signaling	Reactome	R-HSA-5687128	3	88	0.0170419787345	0.115911328289	PSME4|HSPB1|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687128
Regulation of TNFR1 signaling	Reactome	R-HSA-5357905	2	32	0.0173253704982	0.115911328289	CLIP3|XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357905
Plasma lipoprotein clearance	Reactome	R-HSA-8964043	2	32	0.0173253704982	0.115911328289	CUBN|NPC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964043
PIP3 activates AKT signaling	Reactome	R-HSA-1257604	5	247	0.0175666762621	0.116494800475	PSME4|NR2E1|XIAP|BCAP|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1257604
Salivary secretion	KEGG PATHWAY	hsa04970	3	90	0.0180482546714	0.118647656796	ADRB1|CATL|DMBT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:1755%09red/hsa:55503%09red/hsa:153%09red
Apoptosis - multiple species	KEGG PATHWAY	hsa04215	2	33	0.0183045024762	0.119294860966	CYC|XIAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04215/hsa:54205%09red/hsa:331%09red
Metabolism of proteins	Reactome	R-HSA-392499	20	2012	0.0187601415461	0.121219376144	ATX3|NPL|RAB23|FOXK2|MYRIP|WRN|NFRKB|PSME4|MDC1|TRRAP|FBX11|DMBT1|MSRB3|FOXL2|NEP|COG3|HLF|PRKDC|DAD1|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	3	92	0.0190869569269	0.12228592743	WRN|BACH1|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Small cell lung cancer	KEGG PATHWAY	hsa05222	3	93	0.0196184850711	0.124635081628	CYC|XIAP|LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:54205%09red/hsa:331%09red/hsa:3909%09red
SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	4	170	0.0203107236643	0.127027191923	WRN|MDC1|FOXL2|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108232
Detoxification of Reactive Oxygen Species	Reactome	R-HSA-3299685	2	35	0.0203310717232	0.127027191923	CYC|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3299685
Alzheimer disease	KEGG PATHWAY	hsa05010	4	171	0.0206921178466	0.12822328764	CYC|COX3|COX5A|NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa05010/hsa:9377%09red/hsa:54205%09red/hsa:4311%09red/hsa:4514%09red
Apoptosis	Reactome	R-HSA-109581	4	172	0.0210778934169	0.12955193027	CYC|XIAP|PSME4|FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
@@Apoptosis	KEGG PATHWAY	hsa04210	3	136	0.0500904470673	0.204382481851	CYC|XIAP|CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:54205%09red/hsa:331%09red/hsa:1515%09red
The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	4	173	0.021468061983	0.130885926284	CYC|COX3|ECSIT|COX5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1428517
Programmed Cell Death	Reactome	R-HSA-5357801	4	175	0.0222616230393	0.134388391916	CYC|XIAP|PSME4|FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	3	98	0.0223980653193	0.134388391916	PSME4|TLR1|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
SUMOylation	Reactome	R-HSA-2990846	4	176	0.0226650372522	0.134919434352	WRN|MDC1|FOXL2|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2990846
UCH proteinases	Reactome	R-HSA-5689603	3	101	0.0241634176963	0.142715185769	PSME4|NFRKB|FOXK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
Chromatin organization	Reactome	R-HSA-4839726	5	273	0.0255142493955	0.147660497789	TRRAP|SETD2|TIP|MSL2|SGF29	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839726
Chromatin modifying enzymes	Reactome	R-HSA-3247509	5	273	0.0255142493955	0.147660497789	TRRAP|SETD2|TIP|MSL2|SGF29	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3247509
Glycine, serine and threonine metabolism	KEGG PATHWAY	hsa00260	2	40	0.0257819916774	0.147660497789	GCSP|BHMT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00260/hsa:635%09red/hsa:2731%09red
Nuclear Receptor transcription pathway	Reactome	R-HSA-383280	2	40	0.0257819916774	0.147660497789	NR2E1|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-383280
MAPK family signaling cascades	Reactome	R-HSA-5683057	5	278	0.0272678272457	0.15499607066	TIE2|PSME4|HSPB1|PTPRA|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Amine ligand-binding receptors	Reactome	R-HSA-375280	2	42	0.0281100228606	0.15625865649	ADRB1|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375280
NCAM1 interactions	Reactome	R-HSA-419037	2	42	0.0281100228606	0.15625865649	AGRIN|NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419037
TNF signaling	Reactome	R-HSA-75893	2	42	0.0281100228606	0.15625865649	CLIP3|XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
Transport of small molecules	Reactome	R-HSA-382551	9	720	0.0307433922871	0.169649668387	APOD|CUBN|ABL|PSME4|CATL|NPC2|ABCA1|TRPM3|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
Metabolism of carbohydrates	Reactome	R-HSA-71387	5	288	0.0310007898674	0.169830414056	AGRIN|FUT2|NCAN|EXT2|FBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
Cell Cycle Checkpoints	Reactome	R-HSA-69620	5	289	0.0313908346069	0.170730006927	WRN|PSME4|MDC1|TIP|BACH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
Toxoplasmosis	KEGG PATHWAY	hsa05145	3	113	0.0319547808651	0.172555816671	CYC|XIAP|LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:54205%09red/hsa:331%09red/hsa:3909%09red
RNA Polymerase I Transcription Initiation	Reactome	R-HSA-73762	2	46	0.0330067457492	0.176618947837	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73762
Deubiquitination	Reactome	R-HSA-5688426	5	296	0.0342073824024	0.176618947837	ATX3|PSME4|NFRKB|FOXK2|TRRAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
Dopamine receptors	Reactome	R-HSA-390651	1	5	0.0350434420312	0.176618947837	DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390651
Tyrosine catabolism	Reactome	R-HSA-8963684	1	5	0.0350434420312	0.176618947837	HGD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963684
IRF3 mediated activation of type 1 IFN	Reactome	R-HSA-1606341	1	5	0.0350434420312	0.176618947837	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1606341
Serotonin and melatonin biosynthesis	Reactome	R-HSA-209931	1	5	0.0350434420312	0.176618947837	DDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209931
PTK6 Expression	Reactome	R-HSA-8849473	1	5	0.0350434420312	0.176618947837	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849473
VLDL assembly	Reactome	R-HSA-8866423	1	5	0.0350434420312	0.176618947837	ABL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866423
Diseases of Mismatch Repair (MMR)	Reactome	R-HSA-5423599	1	5	0.0350434420312	0.176618947837	COCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5423599
Melanin biosynthesis	Reactome	R-HSA-5662702	1	5	0.0350434420312	0.176618947837	CATB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5662702
G alpha (i) signalling events	Reactome	R-HSA-418594	6	405	0.0365820981359	0.181745161073	LRP12|FNTA|AGRIN|PLB1|BCDO1|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
Cocaine addiction	KEGG PATHWAY	hsa05030	2	49	0.0368812187523	0.181745161073	DDC|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05030/hsa:1812%09red/hsa:1644%09red
Chondroitin sulfate/dermatan sulfate metabolism	Reactome	R-HSA-1793185	2	49	0.0368812187523	0.181745161073	AGRIN|NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1793185
Cell Cycle	Reactome	R-HSA-1640170	8	629	0.0371200938642	0.181745161073	NEK7|WRN|FBX5|PSME4|MDC1|TIP|CEP63|BACH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
@@Cell cycle	KEGG PATHWAY	hsa04110	1	124	0.52493164235	0.562108104272	PRKDC	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:5591%09red
Cellular responses to external stimuli	Reactome	R-HSA-8953897	7	516	0.037262566093	0.181745161073	PSME4|TIP|ALS|CYC|CSRP1|HLF|TOM22	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953897
Adaptive Immune System	Reactome	R-HSA-1280218	9	748	0.0376387772869	0.182403305314	DTX3L|LGMN|UBE3C|PSME4|FBX11|DCAF1|TLR1|CTSL2|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Cholesterol metabolism	KEGG PATHWAY	hsa04979	2	50	0.0382097423381	0.182826362074	NPC2|ABCA1	http://www.genome.jp/kegg-bin/show_pathway?hsa04979/hsa:19%09red/hsa:10577%09red
Intrinsic Pathway for Apoptosis	Reactome	R-HSA-109606	2	50	0.0382097423381	0.182826362074	CYC|XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109606
Lysosome	KEGG PATHWAY	hsa04142	3	123	0.0393307381206	0.18453619837	NPC2|LGMN|CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:5641%09red/hsa:10577%09red/hsa:1515%09red
Glycosaminoglycan metabolism	Reactome	R-HSA-1630316	3	123	0.0393307381206	0.18453619837	AGRIN|NCAN|EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1630316
Antigen processing: Ubiquitination & Proteasome degradation	Reactome	R-HSA-983168	5	308	0.0393905561341	0.18453619837	DTX3L|UBE3C|PSME4|DCAF1|FBX11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983168
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	2	51	0.0395563444997	0.18453619837	CYC|ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:54205%09red/hsa:6647%09red
Choline catabolism	Reactome	R-HSA-6798163	1	6	0.0407639485818	0.18453619837	BHMT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798163
Scavenging by Class F Receptors	Reactome	R-HSA-3000484	1	6	0.0407639485818	0.18453619837	SREC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000484
Protein repair	Reactome	R-HSA-5676934	1	6	0.0407639485818	0.18453619837	MSRB3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676934
Phosphorylation of Emi1	Reactome	R-HSA-176417	1	6	0.0407639485818	0.18453619837	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176417
Sensing of DNA Double Strand Breaks	Reactome	R-HSA-5693548	1	6	0.0407639485818	0.18453619837	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693548
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	3	128	0.0433145640005	0.193209039986	TLR1|ECSIT|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Platelet degranulation 	Reactome	R-HSA-114608	3	128	0.0433145640005	0.193209039986	TIMP3|ITIH4|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114608
SCF-beta-TrCP mediated degradation of Emi1	Reactome	R-HSA-174113	2	54	0.0437020447587	0.193209039986	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174113
AUF1 (hnRNP D0) binds and destabilizes mRNA	Reactome	R-HSA-450408	2	54	0.0437020447587	0.193209039986	PSME4|HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450408
Transcriptional activation of mitochondrial biogenesis	Reactome	R-HSA-2151201	2	55	0.0451183955235	0.197284938562	CYC|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2151201
ESR-mediated signaling	Reactome	R-HSA-8939211	4	221	0.0455169917498	0.197284938562	TIP|HSPB1|SRF|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939211
Glycerophospholipid catabolism	Reactome	R-HSA-6814848	1	7	0.0464506865927	0.197284938562	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6814848
Activation of NIMA Kinases NEK9, NEK6, NEK7	Reactome	R-HSA-2980767	1	7	0.0464506865927	0.197284938562	NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980767
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	Reactome	R-HSA-5649702	1	7	0.0464506865927	0.197284938562	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5649702
HDL assembly	Reactome	R-HSA-8963896	1	7	0.0464506865927	0.197284938562	ABCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963896
Post-transcriptional silencing by small RNAs	Reactome	R-HSA-426496	1	7	0.0464506865927	0.197284938562	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426496
Oxidative phosphorylation	KEGG PATHWAY	hsa00190	3	133	0.0474921495804	0.199467028238	COX3|COX5A|COX17	http://www.genome.jp/kegg-bin/show_pathway?hsa00190/hsa:9377%09red/hsa:10063%09red/hsa:4514%09red
Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005	3	133	0.0474921495804	0.199467028238	TIMP3|ITIH4|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76005
Non-integrin membrane-ECM interactions	Reactome	R-HSA-3000171	2	58	0.0494673075462	0.204382481851	AGRIN|LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000171
Measles	KEGG PATHWAY	hsa05162	3	138	0.0518604363032	0.204382481851	CYC|DSRAD|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:29110%09red/hsa:54205%09red/hsa:103%09red
Transport of fatty acids	Reactome	R-HSA-804914	1	8	0.0521038545516	0.204382481851	APOD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-804914
ROBO receptors bind AKAP5	Reactome	R-HSA-9010642	1	8	0.0521038545516	0.204382481851	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010642
Histidine catabolism	Reactome	R-HSA-70921	1	8	0.0521038545516	0.204382481851	HDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70921
Defective CHST14 causes EDS, musculocontractural type	Reactome	R-HSA-3595174	1	8	0.0521038545516	0.204382481851	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595174
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	Reactome	R-HSA-8939242	1	8	0.0521038545516	0.204382481851	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939242
Vitamin C (ascorbate) metabolism	Reactome	R-HSA-196836	1	8	0.0521038545516	0.204382481851	GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196836
Competing endogenous RNAs (ceRNAs) regulate PTEN translation	Reactome	R-HSA-8948700	1	8	0.0521038545516	0.204382481851	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948700
Defective CHST3 causes SEDCJD	Reactome	R-HSA-3595172	1	8	0.0521038545516	0.204382481851	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595172
Defective CHSY1 causes TPBS	Reactome	R-HSA-3595177	1	8	0.0521038545516	0.204382481851	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595177
rRNA modification in the nucleus and cytosol	Reactome	R-HSA-6790901	2	60	0.0524473564539	0.204382481851	SAS10|RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6790901
Assembly of collagen fibrils and other multimeric structures	Reactome	R-HSA-2022090	2	60	0.0524473564539	0.204382481851	LAMA3|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022090
Death Receptor Signalling	Reactome	R-HSA-73887	3	140	0.0536603998118	0.206975827846	CLIP3|OBSCN|XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	3	140	0.0536603998118	0.206975827846	LAMA3|MMP19|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
Transcriptional regulation by RUNX1	Reactome	R-HSA-8878171	4	235	0.0545263298595	0.209248250628	PSME4|SPI1|AGO2|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878171
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	2	62	0.0554897879618	0.210816807908	TBK1|PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
Diseases of glycosylation	Reactome	R-HSA-3781865	3	143	0.0564160417491	0.210816807908	AGRIN|NCAN|EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Beta-catenin independent WNT signaling	Reactome	R-HSA-3858494	3	144	0.0573493224819	0.210816807908	PSME4|RYK|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3858494
Small interfering RNA (siRNA) biogenesis	Reactome	R-HSA-426486	1	9	0.0577236497842	0.210816807908	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426486
Regulation of PTEN mRNA translation	Reactome	R-HSA-8943723	1	9	0.0577236497842	0.210816807908	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8943723
Adrenoceptors	Reactome	R-HSA-390696	1	9	0.0577236497842	0.210816807908	ADRB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390696
Formation of the Editosome	Reactome	R-HSA-75094	1	9	0.0577236497842	0.210816807908	A1CF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75094
Chylomicron assembly	Reactome	R-HSA-8963888	1	9	0.0577236497842	0.210816807908	ABL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963888
Regulation of PTEN localization	Reactome	R-HSA-8948747	1	9	0.0577236497842	0.210816807908	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948747
mRNA Editing: C to U Conversion	Reactome	R-HSA-72200	1	9	0.0577236497842	0.210816807908	A1CF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72200
Mitophagy - animal	KEGG PATHWAY	hsa04137	2	65	0.0601663067694	0.21659870437	PGAM5|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04137/hsa:29110%09red/hsa:192111%09red
TP53 Regulates Transcription of DNA Repair Genes	Reactome	R-HSA-6796648	2	65	0.0601663067694	0.21659870437	COCA1|MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6796648
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	R-HSA-1234176	2	65	0.0601663067694	0.21659870437	HLF|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234176
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932	3	149	0.0621248353791	0.222589457567	CYC|COX3|COX5A	http://www.genome.jp/kegg-bin/show_pathway?hsa04932/hsa:9377%09red/hsa:54205%09red/hsa:4514%09red
MyD88 deficiency (TLR2/4)	Reactome	R-HSA-5602498	1	10	0.0633102684614	0.2257668064	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602498
Amphetamine addiction	KEGG PATHWAY	hsa05031	2	68	0.0649727860808	0.2284624478	DDC|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05031/hsa:1812%09red/hsa:1644%09red
Regulation of PTEN stability and activity	Reactome	R-HSA-8948751	2	68	0.0649727860808	0.2284624478	PSME4|XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948751
SIRT1 negatively regulates rRNA expression	Reactome	R-HSA-427359	2	68	0.0649727860808	0.2284624478	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427359
Circadian Clock	Reactome	R-HSA-400253	2	69	0.0666027820228	0.2322100935	ROR1|NOC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400253
Taurine and hypotaurine metabolism	KEGG PATHWAY	hsa00430	1	11	0.0688639056058	0.2322100935	GGT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00430/hsa:2678%09red
Dermatan sulfate biosynthesis	Reactome	R-HSA-2022923	1	11	0.0688639056058	0.2322100935	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022923
Phenylalanine and tyrosine metabolism	Reactome	R-HSA-8963691	1	11	0.0688639056058	0.2322100935	HGD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963691
Type I hemidesmosome assembly	Reactome	R-HSA-446107	1	11	0.0688639056058	0.2322100935	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446107
Regulation of gene expression by Hypoxia-inducible Factor	Reactome	R-HSA-1234158	1	11	0.0688639056058	0.2322100935	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234158
IRAK4 deficiency (TLR2/4)	Reactome	R-HSA-5603041	1	11	0.0688639056058	0.2322100935	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603041
Digestion of dietary carbohydrate	Reactome	R-HSA-189085	1	11	0.0688639056058	0.2322100935	MGA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189085
Endosomal/Vacuolar pathway	Reactome	R-HSA-1236977	1	11	0.0688639056058	0.2322100935	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236977
Protein localization	Reactome	R-HSA-9609507	3	156	0.0691101468749	0.2322100935	TIM22|TOM22|COX17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9609507
SUMOylation of DNA damage response and repair proteins	Reactome	R-HSA-3108214	2	71	0.0699032145687	0.23383553192	WRN|MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108214
GPCR downstream signalling	Reactome	R-HSA-388396	11	1108	0.0710251574267	0.236541933985	OBSCN|LRP12|FNTA|CCKAR|DRD1|ADRB1|AGRIN|PLB1|PDE2A|BCDO1|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
Drug metabolism - cytochrome P450	KEGG PATHWAY	hsa00982	2	72	0.0715732206063	0.237321731484	GSTO1|HPGDS	http://www.genome.jp/kegg-bin/show_pathway?hsa00982/hsa:9446%09red/hsa:27306%09red
Regulation of TP53 Activity	Reactome	R-HSA-5633007	3	159	0.0722083053018	0.238382003529	WRN|BACH1|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633007
Josephin domain DUBs	Reactome	R-HSA-5689877	1	12	0.0743847550988	0.24239170196	ATX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689877
TICAM1-dependent activation of IRF3/IRF7	Reactome	R-HSA-9013973	1	12	0.0743847550988	0.24239170196	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013973
NOTCH2 intracellular domain regulates transcription	Reactome	R-HSA-2197563	1	12	0.0743847550988	0.24239170196	FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2197563
Cellular response to hypoxia	Reactome	R-HSA-1234174	2	74	0.0749517512078	0.243191089756	HLF|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234174
